case_name,case_url,filings,filed_date,state_ags,case_status,issue_area,executive_action,last_case_update
"Corporation for Public Broadcasting v. Trump (D.D.C.)

1:25-cv-01305",https://www.courtlistener.com/docket/69966304/corporation-for-public-broadcasting-v-trump-in-his-official-capacity-as/,Complaint,2025-04-28,,Case Closed/Dismissed in Favor of Government,"Government Grants, Loans, and Assistance",Governance and Defunding Global Media and Global Internet Freedom (Executive Order 14217 - Commencing the Reduction of the Federal Bureaucracy) (Executive Order 14238 - Continuing the Reduction of the Federal Bureaucracy) (Executive Order 14290 - Ending Taxpayer Subsidization of Biased Media),2026-01-14
"National Public Radio Inc v. Trump (D.D.C.)

1:25-cv-01674",https://www.courtlistener.com/docket/70376503/national-public-radio-inc-v-trump/,Complaint,2025-05-27,,Awaiting Court Ruling,"Government Grants, Loans, and Assistance",Governance and Defunding Global Media and Global Internet Freedom (Executive Order 14217 - Commencing the Reduction of the Federal Bureaucracy) (Executive Order 14238 - Continuing the Reduction of the Federal Bureaucracy) (Executive Order 14290 - Ending Taxpayer Subsidization of Biased Media),2026-02-20
"Public Broadcasting Service v. Trump (D.D.C.)

1:25-cv-01722",https://www.courtlistener.com/docket/70414813/public-broadcasting-service-v-donald-j-trump/,Complaint,2025-05-30,,Awaiting Court Ruling,"Government Grants, Loans, and Assistance",Governance and Defunding Global Media and Global Internet Freedom (Executive Order 14217 - Commencing the Reduction of the Federal Bureaucracy) (Executive Order 14238 - Continuing the Reduction of the Federal Bureaucracy) (Executive Order 14290 - Ending Taxpayer Subsidization of Biased Media),2026-02-20
"State of Colorado v. U.S. Department of Health and Human Services (D.R.I.)

1:25-cv-00121",https://www.courtlistener.com/docket/69829000/state-of-colorado-v-us-department-of-health-and-human-services/,Complaint,2025-04-01,State A.G. Plaintiffs,Government Action Temporarily Blocked,"Government Grants, Loans, and Assistance",Termination of Public Health Grants,2025-07-30
"Planned Parenthood Federation of America v. Robert F. Kennedy, Jr. et al (D. Mass.)

1:25-cv-11913",https://www.courtlistener.com/docket/70721678/planned-parenthood-federation-of-america-inc-v-kennedy/,Complaint,2025-07-07,,Case Closed/Dismissed in Favor of Government,"Government Grants, Loans, and Assistance",Termination of Public Health Grants,2026-02-02
"Dallas County, Texas v. Kennedy (D.D.C.)

1:25-cv-04242",https://www.courtlistener.com/docket/72001363/dallas-county-texas-v-kennedy/,Complaint,2025-12-05,,Awaiting Court Ruling,"Government Grants, Loans, and Assistance",Termination of Public Health Grants,2025-12-05
"Woonasquatucket River Watershed Council v. Department of Agriculture (D.R.I.)

1:25-cv-00097",https://www.courtlistener.com/docket/69736976/woonasquatucket-river-watershed-council-v-department-of-agriculture/,Complaint,2025-03-13,,Government Action Temporarily Blocked,"Government Grants, Loans, and Assistance",Unleashing American Energy (Executive Order No. 14154); Ending Radical and Wasteful Government DEI Programs and Preferencing (Executive Order 14151); Implementing the President’s “Department of Government Efficiency” Cost Efficiency Initiative (Executive Order 14222),2025-11-04
"Butterbee Farm v. United States Department of Agriculture (D.D.C.)

1:25-cv-00737",https://www.courtlistener.com/docket/69733481/butterbee-farm/,"Complaint

Amended Complaint [2025-05-19]",2025-03-13,,Awaiting Court Ruling,"Government Grants, Loans, and Assistance",Unleashing American Energy (Executive Order No. 14154); Ending Radical and Wasteful Government DEI Programs and Preferencing (Executive Order 14151); Implementing the President’s “Department of Government Efficiency” Cost Efficiency Initiative (Executive Order 14222),2025-06-02
"Sustainability Institute v. Trump (D.S.C.)

2:25-cv-02152",https://www.courtlistener.com/docket/69762768/the-sustainability-institute-v-trump/,"Complaint




Amended Complaint

2025-03-26",2025-03-19,,Case Closed/Dismissed in Favor of Government,"Government Grants, Loans, and Assistance",Unleashing American Energy (Executive Order No. 14154); Ending Radical and Wasteful Government DEI Programs and Preferencing (Executive Order 14151); Implementing the President’s “Department of Government Efficiency” Cost Efficiency Initiative (Executive Order 14222),2026-02-06
"California Infrastructure and Economic Development v. Citibank and EPA (D.D.C.)

1:25-cv-00820",https://www.courtlistener.com/docket/69758448/california-infrastructure-and-economic-development-bank-v-citibank-na/,Complaint,2025-03-19,,Government Action Temporarily Blocked,"Government Grants, Loans, and Assistance",Unleashing American Energy (Executive Order No. 14154); Ending Radical and Wasteful Government DEI Programs and Preferencing (Executive Order 14151); Implementing the President’s “Department of Government Efficiency” Cost Efficiency Initiative (Executive Order 14222),2025-04-16
"State of Washington v. Dept. of Transport et al (W.D. Wash.)

2:25-cv-00848",https://www.courtlistener.com/docket/70195880/state-of-washington-v-united-states-department-of-transportation/,"Complaint

Amended Complaint

2025-08-01",2025-05-07,State A.G. Plaintiffs,Case Closed in Favor of Plaintiff,"Government Grants, Loans, and Assistance",Unleashing American Energy (Executive Order No. 14154); Ending Radical and Wasteful Government DEI Programs and Preferencing (Executive Order 14151); Implementing the President’s “Department of Government Efficiency” Cost Efficiency Initiative (Executive Order 14222),2026-01-23
"State of Washington v. Trump (W.D. Wash.)

2:25-cv-00869",https://www.courtlistener.com/docket/70238539/state-of-washington-v-trump/,Complaint,2025-05-09,State A.G. Plaintiffs,Awaiting Court Ruling,"Government Grants, Loans, and Assistance",Unleashing American Energy (Executive Order No. 14154); Ending Radical and Wasteful Government DEI Programs and Preferencing (Executive Order 14151); Implementing the President’s “Department of Government Efficiency” Cost Efficiency Initiative (Executive Order 14222),2026-01-30
"Building Materials Re-use Association v. United States Environmental Protection Agency (D.D.C.)

1:25-cv-02493",https://www.courtlistener.com/docket/70981023/building-materials-re-use-association-v-united-states-environmental/,Complaint,2025-07-31,,Awaiting Court Ruling,"Government Grants, Loans, and Assistance",Unleashing American Energy (Executive Order No. 14154); Ending Radical and Wasteful Government DEI Programs and Preferencing (Executive Order 14151); Implementing the President’s “Department of Government Efficiency” Cost Efficiency Initiative (Executive Order 14222),2025-07-31
"Harris County v. EPA (D.D.C.)

1:25-cv-03646",https://www.courtlistener.com/docket/71630629/harris-county-texas-v-united-states-environmental-protection-agency/,Complaint,2025-10-13,,Awaiting Court Ruling,"Government Grants, Loans, and Assistance",Unleashing American Energy (Executive Order No. 14154); Ending Radical and Wasteful Government DEI Programs and Preferencing (Executive Order 14151); Implementing the President’s “Department of Government Efficiency” Cost Efficiency Initiative (Executive Order 14222),2025-11-14
"State of Arizona v. Environmental Protection Agency (W.D. Wash.)

2:25-cv-02015",https://www.courtlistener.com/docket/71669995/state-of-arizona-v-environmental-protection-agency/,Complaint,2025-10-16,State A.G. Plaintiffs,Awaiting Court Ruling,"Government Grants, Loans, and Assistance",Unleashing American Energy (Executive Order No. 14154); Ending Radical and Wasteful Government DEI Programs and Preferencing (Executive Order 14151); Implementing the President’s “Department of Government Efficiency” Cost Efficiency Initiative (Executive Order 14222),2025-10-16
"Maryland Clean Energy Center v. United States (Fed. Cl.)

1:25-cv-01738",https://www.courtlistener.com/docket/71667491/maryland-clean-energy-center/,Complaint,2025-10-15,,Awaiting Court Ruling,"Government Grants, Loans, and Assistance",Unleashing American Energy (Executive Order No. 14154); Ending Radical and Wasteful Government DEI Programs and Preferencing (Executive Order 14151); Implementing the President’s “Department of Government Efficiency” Cost Efficiency Initiative (Executive Order 14222),2025-01-21
"Texas Environmental Justice Advocacy Services v. Donald Trump (D.D.C.)

1:25-cv-03745",https://www.courtlistener.com/docket/71719588/texas-environmental-justice-advocacy-services-v-donald-trump/,Complaint,2025-10-22,,Awaiting Court Ruling,"Government Grants, Loans, and Assistance",Unleashing American Energy (Executive Order No. 14154); Ending Radical and Wasteful Government DEI Programs and Preferencing (Executive Order 14151); Implementing the President’s “Department of Government Efficiency” Cost Efficiency Initiative (Executive Order 14222),2025-10-22
"Healthy Gulf v. Burgum (D.D.C.)

1:25-cv-04016",https://www.courtlistener.com/docket/71927140/healthy-gulf-v-doug-burgum/,Complaint,2025-11-18,,Awaiting Court Ruling,"Government Grants, Loans, and Assistance",Unleashing American Energy (Executive Order No. 14154); Ending Radical and Wasteful Government DEI Programs and Preferencing (Executive Order 14151); Implementing the President’s “Department of Government Efficiency” Cost Efficiency Initiative (Executive Order 14222),2025-11-18
"Lucky Shoals Community Association, Inc. v. United States Environmental Protection Agency (N.D. Ga.)

1:25-cv-07221",https://www.courtlistener.com/docket/72048763/lucky-shoals-community-association-inc-v-united-states-environmental/,Complaint,2025-12-17,,Awaiting Court Ruling,"Government Grants, Loans, and Assistance",Unleashing American Energy (Executive Order No. 14154); Ending Radical and Wasteful Government DEI Programs and Preferencing (Executive Order 14151); Implementing the President’s “Department of Government Efficiency” Cost Efficiency Initiative (Executive Order 14222),2025-12-17
"State of California v. Wright (N.D. Cal.)

3:26-cv-01417",https://www.courtlistener.com/docket/72294336/state-of-california-v-wright/,Complaint,2026-02-18,,Awaiting Court Ruling,"Government Grants, Loans, and Assistance",Unleashing American Energy (Executive Order No. 14154); Ending Radical and Wasteful Government DEI Programs and Preferencing (Executive Order 14151); Implementing the President’s “Department of Government Efficiency” Cost Efficiency Initiative (Executive Order 14222),2026-02-18
"State of New York v. U.S. Department of Energy et al (D. Or.)

6:25-cv-01458",https://www.courtlistener.com/docket/71122126/state-of-new-york-v-united-states-department-of-energy/,Complaint,2025-08-15,State A.G. Plaintiffs,Government Action Blocked Pending Appeal,"Government Grants, Loans, and Assistance","Reduction of Indirect Cost Reimbursement Rate for State and Local Governments (DOE Policy Flash, May 8, 2025)",2026-01-09
"Quintero Chacon v. Dickerson (a.k.a. Q.C.E. v. Stewart Detention Facility) (M.D. Ga.)

4:25-cv-00050",https://www.courtlistener.com/docket/69624564/edicson-v-dickerson/,Amended habeas petition 2025-04-17,2025-02-10,,Case Closed,Immigration and Citizenship,"Deportation to a Third Country/Torture Prohibition (ICE Email Directive on Expedited Removal and Nondetained Docket. Feb. 18, 2025)",2025-07-25
"D.V.D. v. U.S. Department of Homeland Security (D. Mass.)

1:25-cv-10676",https://www.courtlistener.com/docket/69775896/dvd-v-us-department-of-homeland-security/,Complaint,2025-03-23,,Government Action Not Blocked Pending Appeal,Immigration and Citizenship,"Deportation to a Third Country/Torture Prohibition (ICE Email Directive on Expedited Removal and Nondetained Docket. Feb. 18, 2025)",2025-10-28
"D.A. et al v. Noem et al (D.D.C.)

1:25-cv-03135",https://www.courtlistener.com/docket/71323714/da-v-noem/,Complaint,2025-09-11,,Case Closed,Immigration and Citizenship,"Deportation to a Third Country/Torture Prohibition (ICE Email Directive on Expedited Removal and Nondetained Docket. Feb. 18, 2025)",2026-01-21
"Pablo Pablo v. Lyons (W.D. Tex.)

3:25-cv-00566",https://www.courtlistener.com/docket/71930356/pablo-pablo-v-lyons/,Habeas petition,2025-11-18,,Government Action Temporarily Blocked,Immigration and Citizenship,"Deportation to a Third Country/Torture Prohibition (ICE Email Directive on Expedited Removal and Nondetained Docket. Feb. 18, 2025)",2025-12-08
"Solutions In Hometown Connections v. Noem (D. Md.)

8:25-cv-00885",https://www.courtlistener.com/docket/69748413/solutions-in-hometown-connections-v-noem/,"Complaint

Amended Complaint

2025-04-25",2025-03-17,,Temporary Block of Government Action Denied,Immigration and Citizenship,"Funding Freeze for Immigration Services (Executive Order 14159) (Sec. of Homeland Security Memorandum Directive Jan. 28, 2025)",2026-01-23
"Organized Communities Against Deportations et al v. Benjamine Huffman (Acting Secretary of Homeland Security) et al (N.D. Ill.)

1:25-cv-00868",https://www.courtlistener.com/docket/69577670/organized-communities-against-deportations-v-donald-trump/,Complaint,2025-01-25,,Case Closed,Immigration and Citizenship,"Immigration Policy - Punishment of Sanctuary Cities and States (Executive order 14159) (DOJ ""Sanctuary Jurisdiction Directives"" (Feb. 5, 2025))",2025-02-26
"City and County of San Francisco v. Donald J. Trump, et al (N.D. Cal.)

3:25-cv-01350",https://www.courtlistener.com/docket/69623767/city-and-county-of-san-francisco-v-donald-j-trump/,"Complaint

Amended Complaint

2025-08-07",2025-02-07,,Government Action Temporarily Blocked,Immigration and Citizenship,"Immigration Policy - Punishment of Sanctuary Cities and States (Executive order 14159) (DOJ ""Sanctuary Jurisdiction Directives"" (Feb. 5, 2025))",2026-01-22
"City of Chelsea v. Trump (D. Mass.)

1:25-cv-10442",https://www.courtlistener.com/docket/69665101/city-of-chelsea-v-trump/,"Complaint




Amended Complaint

2025-05-31

Second Amended Complaint

2025-12-18",2025-02-23,,Temporary Block of Government Action Denied,Immigration and Citizenship,"Immigration Policy - Punishment of Sanctuary Cities and States (Executive order 14159) (DOJ ""Sanctuary Jurisdiction Directives"" (Feb. 5, 2025))",2025-12-18
"Pineros Y Campesinos Unidos Del Noreste v. Noem (D. Or.)

6:25-cv-00699",https://www.courtlistener.com/docket/69952662/pineros-y-campesinos-unidos-del-noreste-v-noem/,Complaint,2025-04-28,,Awaiting Court Ruling,Immigration and Citizenship,"Immigration Policy - Punishment of Sanctuary Cities and States (Executive order 14159) (DOJ ""Sanctuary Jurisdiction Directives"" (Feb. 5, 2025))",2025-11-25
